sl.no.,brand,name,reviews date added,reviews do recommend,reviews num helpful,reviews rating,reviews,reviews ritle,reight
1367,Master of Mixes,"Master Of Mixes Mango Daiquiri/Margarita Mixer, 33.8 oz ()",2017-09-06T04:49:34Z,TRUE,0,5,I'm hooked on the Mango flavor of Master of Mixes. I love to put the mix in a blender and mix it with ice for a cold smoothie summer drink. I love the Strawberry flavor too. Anyone who like Icy's would love the Mango flavor of Master of Mixes as well as the other flavors also.,Excellent flavor for an Icy or mixed drink!,
1368,Master of Mixes,"Master Of Mixes Mango Daiquiri/Margarita Mixer, 33.8 oz ()",2017-09-06T04:49:34Z,TRUE,0,5,"This is a great supplement to non alcoholic drinks, i.e. green tea. My store quit having it available, however, I found it online here. Great for entertaining and adding to punch. A little goes a long way.",Great addition to ice tea drinks,
1369,Master of Mixes,"Master Of Mixes Mango Daiquiri/Margarita Mixer, 33.8 oz ()",2017-09-06T04:49:34Z,TRUE,0,5,Very good product! A little disappointed in the price! Much higher than in the store!,A very good flavor!!,
1370,Master of Mixes,"Master Of Mixes Mango Daiquiri/Margarita Mixer, 33.8 oz ()",2017-01-14T19:38:11Z,TRUE,,,This product makes the best frozen mango drinks. My WalMart in Knoxville used to carry this item however they have not had it in stock this entire year so now I have to order online.,,
1371,Master of Mixes,"Master Of Mixes Mango Daiquiri/Margarita Mixer, 33.8 oz ()",2017-01-14T19:38:11Z,TRUE,,,Good stuff...a little goes a long way....,,
1372,Master of Mixes,"Master Of Mixes Mango Daiquiri/Margarita Mixer, 33.8 oz ()",2017-01-14T19:38:11Z,TRUE,,,"Very good, not too sweet. My new favorite drink mix.",,
1373,Master of Mixes,"Master Of Mixes Mango Daiquiri/Margarita Mixer, 33.8 oz ()",2017-01-14T19:38:11Z,TRUE,,,Very good product! A little disappointed in the price! Much higher than in the store!,A very good flavor!!,
1374,Master of Mixes,"Master Of Mixes Mango Daiquiri/Margarita Mixer, 33.8 oz ()",2017-01-14T19:38:11Z,TRUE,,,"This is a great supplement to non alcoholic drinks, i.e. green tea. My store quit having it available, however, I found it online here. Great for entertaining and adding to punch. A little goes a long way.",Great addition to ice tea drinks,
1375,Master of Mixes,"Master Of Mixes Mango Daiquiri/Margarita Mixer, 33.8 oz ()",2017-01-14T19:38:11Z,TRUE,,,I'm hooked on the Mango flavor of Master of Mixes. I love to put the mix in a blender and mix it with ice for a cold smoothie summer drink. I love the Strawberry flavor too. Anyone who like Icy's would love the Mango flavor of Master of Mixes as well as the other flavors also.,Excellent flavor for an Icy or mixed drink!,
1376,Master of Mixes,"Master Of Mixes Mango Daiquiri/Margarita Mixer, 33.8 oz ()",2017-01-14T19:38:11Z,TRUE,,,"I really enjoyed its taste and price, best mixer I have ever tasted.",Great Product....!!!,
1377,Gmax,Gmax g144104 gm44 full face red wine s,2015-11-13T12:25:24Z,,,5,Nice to have shopping payment options with great prices,,
1378,Gmax,Gmax g144104 gm44 full face red wine s,2015-11-13T12:25:24Z,,,5,Pretty good app. Linked me to my other apps no punching in all your info over and over. Quick n easy!!,,
1379,Gmax,Gmax g144104 gm44 full face red wine s,2015-11-13T12:25:24Z,,,5,Easy process,,
1380,Gmax,Gmax g144104 gm44 full face red wine s,2015-11-13T12:25:24Z,,,5,Was alright not much detail about item,,
1381,Gmax,Gmax g144104 gm44 full face red wine s,2015-11-13T12:25:24Z,,,5,Ease of use website.,,
1382,Gmax,Gmax g144104 gm44 full face red wine s,2015-11-13T12:25:24Z,,,5,I like that I could use my Amazon account.,,
1383,Gmax,Gmax g144104 gm44 full face red wine s,2015-11-13T12:25:24Z,,,5,great,,
1384,Gmax,Gmax g144104 gm44 full face red wine s,2015-11-13T12:25:24Z,,,5,easy to use,,
1385,Gmax,Gmax g144104 gm44 full face red wine s,2015-11-13T12:25:24Z,,,4,quick and easy!!!!,,
1386,Gmax,Gmax g144104 gm44 full face red wine s,2015-11-13T12:25:24Z,,,5,It was very easy. I am looking forward to seeing it. It's for my granddaughters truck.,,
1387,Gmax,Gmax g144104 gm44 full face red wine s,2015-11-13T12:25:24Z,,,5,Very easy. Tried O'Reilly's and that was a pain. I'm ordering from Australia.,,
1388,Gmax,Gmax g144104 gm44 full face red wine s,2015-11-13T12:25:24Z,,,5,Quick and easy.,,
1389,Urban Moonshine,Original Digestive Bitters,2016-05-28T19:00:25Z,,,5,really helps get my digestion going in the mornings,,1.1 pounds
1390,MODERN COCKTAIL,"Modern Cocktail Tropical High Balls, 11.8 Oz ()",2017-08-07T16:39:12Z,,,5,These were prefect additions to small stalking stuffer Christmas gifts for fellow nurse's at work! Just add a nip of choice!!,These were prefect additions to small stalking stuffer Christmas gifts ...,1.2 pounds
1391,MODERN COCKTAIL,"Modern Cocktail Tropical High Balls, 11.8 Oz ()",2017-08-07T16:39:12Z,,,3,"I haven't tried the product yet. I bought these as part of some end of year gifts we are doing for our teachers. I'm planning on setting them out and teachers can choose the one that they want. I didn't realize that each bottle is not individually labeled. Instead, the labeling of the flavor and directions for mixing are on the outside of the box. Now, I have to make labels for each bottle before I give them out...",I haven't tried the product yet. I bought these ...,1.2 pounds
1392,MODERN COCKTAIL,"Modern Cocktail Tropical High Balls, 11.8 Oz ()",2015-12-14T10:24:40Z,,,,"I haven't tried the product yet. I bought these as part of some end of year gifts we are doing for our teachers. I'm planning on setting them out and teachers can choose the one that they want. I didn't realize that each bottle is not individually labeled. Instead, the labeling of the flavor and directions for mixing are on the outside of the box. Now, I have to make labels for each bottle before I give them out...",I haven't tried the product yet. I bought these ...,1.2 pounds
1393,Rose's,"Rose's Cocktail Infusions, Pomegranate Twist, 20 Fl Oz",2017-08-15T03:05:22Z,TRUE,0,5,My hubby loves this and wants to always have it on hand when my girlfriends come over...yeah!,Great for all drinks,
1394,Rose's,"Rose's Cocktail Infusions, Pomegranate Twist, 20 Fl Oz",2017-08-15T03:05:22Z,TRUE,0,5,Delicious!,Pomegranate twist,
1395,Sam's Choice,"Sam's Choice Sliced Sourdough Boule, 18 oz",2017-09-20T01:18:35Z,TRUE,2,5,"We have fallen in love with this bread! It reminds us of the great sourdough breads we used to buy in San Fransisco. It has the most incredible, rich, delicious sourdough flavor as well as the perfect texture. We stock up on it every time we can find it on the shelf at Walmart. But it's not always there! Please make this a regular item that is always in stock. There is no other bread that comes close to the quality of this one.",Sam's Choice Sourdough Broule,
1396,Oak Leaf,"Oak Leaf Moscato Wine, 3 L",2017-09-20T01:18:35Z,TRUE,0,5,for the value its really good light and and just a little bitter sweet will buy again,wonderful,
1397,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,4,They are as good as Pillsbury but cheaper,They were very good,
1398,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,They work perfectly for my homemade donuts!,Good,
1399,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,4,Good,good,
1400,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,Taste great cooks simple also awesome on apple dumping,good product,
1401,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,4,equilivant to pillsbury good product,cresent rolls,
1402,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,GOOD AS NAME BRAND,CRESCENT ROLLS,
1403,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,4,Very good! Used it to make cheese sticks!,Crescent rolls,
1404,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,Just as good as Pillsbury but better price,Just as good as Pillsbury,
1405,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,4,just as good as the popular name brand.,good crescent rolls,
1406,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,4,"They worked really well, but they don't come apart easily! Taste good though.",crescent rolls,
1407,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,4,Very good and at a good price,Very good,
1408,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,4,Taste good,Great,
1409,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,Buy this item regularly,Buy this item regularly,
1410,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,Very good,They are great,
1411,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,Very quick and easy to prepare and yet so yummy!,Crescent rolls,
1412,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,Good,Made a good pig in a blanket,
1413,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,Love to use it with Brie,Great,
1414,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,excellent,excellent,
1415,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,was good,food,
1416,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,FALSE,0,2,Very difficult to separate into individual rolls .,Crescent Rolls,
1417,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,I recently made pigs in a blanket with the name brand and the great value brand. I couldn't tell the difference. I buy this product often and will continue to do so.,A penny saved is a penny earned,
1418,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,FALSE,0,2,Not as good as pilsbury. The cressants did not come off easily. They stuck together,Great value crescents,
1419,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,Buy walmart brand products all the time. Compares to brand name products.,Excellent product,
1420,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,FALSE,0,1,the dough stuck together and only made 6 somewhat triangles. Won't buy this again . Sticking with Pillsbury,crescent rolls,
1421,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,I purchase these all the time. Never had a problem with them.,crescent rolls,
1422,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,"these are very tasty rolls. I was a little surprise as how good, considering the price!",Rolls,
1423,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,These are so delicious! Easy to bake.,Delicious,
1424,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,4,These crescent rolls baked up flaky and buttery just as I hoped! Served with Dinner no leftovers,Yummy,
1425,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,4,"My husband who is picking like them, so that says it all.",Crescent Rolls,
1426,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,4,It's a bit stickier than the brand name item. I believe it's worth the price to go with the Walmart brand.,Good product,
1427,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,"This product is great, cooks just as well if not better than name brands. The only kind I purchase now!",Very satisfied,
1428,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,"Wonderful crescent rolls, excellent taste. These are my new favorite rolls.",Just as good as brand name.,
1429,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,4,"they are as good as the name brand product, taste the same, but cost a lot less",Great value original crescent rolls 8 count 8 oz,
1430,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,FALSE,0,1,The dough was not was to unroll or separate.,Not as good as Pillsbury,
1431,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,These crescent rolls are just the same as the expensive ones!,Just as good!,
1432,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,FALSE,0,1,This is chemicals.,ingredients are chemicals.,
1433,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,FALSE,0,2,ok for replacement but still not as good on brand name product,did not rise well,
1434,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,0,5,I used this for a crust and it was wonderful...,dessert,
1435,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,FALSE,4,1,"Actually, the Great Value crescent rolls in my area's Walmarts come in a white package with black and blue writing ... plus a picture of a couple beautiful crescent rolls. Nonetheless, I expect my experience with this brand and product is applicable. I bought 2 dozen of the various types -- flaky butter, reduced fat, and standard -- and all had the same problems to some degree. Although I was using the rolls up to 3 weeks prior to the 30JUN13 expiration date on the end-cap of the packages, the dough in many packages was so dry (old poorly stored) that it would stick to the packaging. And it was impossible to unroll the dough.. I had to pry off chunks ... and then try to put the chunks together like a jigsaw puzzle into some Frankenrolls. The other reviews say the SAME THING ... going back as far as 2009. And now I'm extending that same complaint to mid-2013. Why has Walmart continued to deal with the same supplier despite the same problem for AT LEAST 4 years My recommendation: Spend the extra 24 cents (or whatever) on the real thing: Pillsbury crescent rolls.",Don't waste your calories,
1436,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,FALSE,2,1,"If I could give these crescent rolls less that a full star rating, I would! I would even give it a negative star. Of course, whenever you buy any pre made dough in a pop can, you expect a POP! Well, nothing happenedat first. I had to bang it on the counter to open, and when it did, it was more of a BANG than a pop, and dough shot out all over the place. The dough that was salvageable, in no way resembled a crescent. I had to form it into triangles by myself, of course the dough was so sticky that it was nearly impossible. The taste of the finished rolls did however taste the same as name brand rolls, but the measly few cents saved to purchase the great value brand was not worth the extra work, and mess to purchase. From now on, I know to go with a more reputable brand.",Horrible!,
1437,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,1,4,"I bought three of these for the first time to make a new breakfast casserole. One package was opened right after taking them out of the fridge and was the bottom of the casserole. The second package was opened after everything was prepped and put into the casserole. It was useless and had to be thrown away. It was a ball of sticky, gooey, unshapable dough. Into the trash it went and my husband ran out to get another brand. We had one pack left that I just used this morning straight out of the fridge and the rolls were just as good as the name brand. My little ones even had seconds. I think that the fact that they were still really cold when I opened the package and put them on the cookie sheet really helped.",These have to be opened and rolled cold.,
1438,Great Value,"Great Value Original Crescent Rolls, 8 oz",2017-09-02T07:55:36Z,TRUE,1,5,This is a good product and it works as expected. I am not sure why so many reviews are there criticizing it. You are buying a dough and you got to mold it as you need.. not sure being flaky and all is a valid critic for this product... it holds shape as it should and bakes nicely...It tastes good and nice... This worked just as planned and I was able to make rolls as planned..!!!! Will recommend !!! Thank you walmart !!!,Great Value Great Product - Works as expected.,
